DCEanCode,Supplier Primary EAN,Supplier Despatch Point,Vendor Code,DocDate,DocumentType,SupplierDocumentNo,StoreCode,StoreName,StoreEanCode,DocumentAmountExcl,DocumentAmountIncl,DiscountAmountExcl,DiscountAmountIncl,VatAmountPayable,NetAmountIncl,PaymentNumber
6001008000034,6001299000010, ,001518,05/07/2016,INV,62378251,22054,ROBINDALE SPAR,6001008411458,12598.92,13514.86,643.81,725.46,834.29,12789.40,294081
6001008000034,6001299000010, ,001518,02/07/2016,INV,62352367,10151,THE FALLS SUPERSPAR,6001008400094,345.06,393.37,17.63,20.10,45.84,373.27,294081
6001008000034,6001299000010, ,001518,08/07/2016,CR,61520280,21738,SUN VILLAGE SUPERSPAR,6001008408625,-1729.68,-1890.12,-88.39,-99.94,-148.89,-1790.18,294081
6001008000034,6001299000010, ,001518,04/07/2016,INV,62344521,21830,POSTMASBURG SUPERSPAR (FS),6001008409509,7603.21,8667.67,388.53,442.92,1010.07,8224.75,294081
6001008000034,6001299000010, ,001518,01/07/2016,INV,62330506,21587,EURO SUPERSPAR,6001008407109,1764.79,2011.85,90.18,102.80,234.44,1909.05,294081
6001008000034,6001299000010, ,001518,04/07/2016,CR,62204670,21669,KANONKOP SUPERSPAR,6001008407772,-1025.15,-1068.71,-52.38,-58.72,-37.22,-1009.99,294081
6001008000034,6001299000010, ,001518,05/07/2016,INV,62373989,21825,STAR SUPERSPAR,6001008409561,120.00,136.80,6.13,6.99,15.94,129.81,294081
6001008000034,6001299000010, ,001518,06/07/2016,INV,62406898,21726,CARLSWALD SUPERSPAR,6001008408496,1859.16,2119.44,95.00,108.30,246.98,2011.14,294081
6001008000034,6001299000010, ,001518,01/07/2016,INV,62327441,25042,SANTINHOS SPAR (FS),6001008403019,254.40,290.02,13.00,14.82,33.80,275.20,294081
6001008000034,6001299000010, ,001518,06/07/2016,INV,62402545,21587,EURO SUPERSPAR,6001008407109,2266.01,2583.26,115.79,132.00,301.04,2451.26,294081
6001008000034,6001299000010, ,001518,01/07/2016,INV,62333345,21940,NORTH POINT SPAR,6001008410420,5697.78,5881.89,291.15,325.77,149.49,5556.12,294081
6001008000034,6001299000010, ,001518,02/07/2016,INV,62353572,21855,GLEN CURVE KWIKSPAR,6001008409714,76.00,86.64,3.88,4.43,10.09,82.21,294081
6001008000034,6001299000010, ,001518,07/07/2016,CR,62419170,21928,VREDE SPAR,6001008410369,-979.49,-1053.04,-50.05,-56.43,-67.17,-996.61,294081
6001008000034,6001299000010, ,001518,19/07/2016,CR,62295745,21424,SCHWEIZER SPAR (FS),6001008405631,-14.40,-16.42,-0.73,-0.83,-1.92,-15.59,294081
6001008000034,6001299000010, ,001518,15/07/2016,CR,62557654,25021,FONTANA TWIST KWIKSPAR,6001008402913,-147.15,-167.75,-7.51,-8.57,-19.54,-159.18,294081
6001008000034,6001299000010, ,001518,05/07/2016,INV,62372974,10365,M C C SUPERSPAR,6001008400278,5791.56,6250.03,295.95,333.86,420.56,5916.17,294081
6001008000034,6001299000010, ,001518,01/07/2016,INV,62324527,21386,KALAHARI SPAR (FS),6001008405136,9203.73,10178.07,470.31,533.01,911.64,9645.06,294081
6001008000034,6001299000010, ,001518,28/07/2016,CR,62254097,25019,FONTANA HIGHPOINT SUPERSPAR,6001008402890,-2253.87,-2502.24,-115.18,-130.63,-232.92,-2371.61,294081
6001008000034,6001299000010, ,001518,04/07/2016,INV,62363580,21726,CARLSWALD SUPERSPAR,6001008408496,396.00,451.44,20.24,23.07,52.61,428.37,294081
6001008000034,6001299000010, ,001518,05/07/2016,CR,62338317,21361,WELTEVREDEN SPAR,6001008404863,-810.90,-896.29,-41.44,-46.96,-79.87,-849.33,294081
6001008000034,6001299000010, ,001518,19/07/2016,CR,62295788,21424,SCHWEIZER SPAR (FS),6001008405631,-36.00,-41.04,-1.84,-2.10,-4.78,-38.94,294081
6001008000034,6001299000010, ,001518,11/07/2016,CR,62432098,21562,STONERIDGE SUPERSPAR,6001008406959,-1651.42,-1882.62,-84.38,-96.19,-219.39,-1786.43,294081
6001008000034,6001299000010, ,001518,24/06/2016,CR,62216558CL,21637,BEL AIR SUPERSPAR,6001008407468,-19.73,-22.49,-1.01,-1.15,-2.62,-21.34,294081
